name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Cape Town,2022-09-18T12:00:00,16,16,8,59.04,0,0,,0,0,10.4,24.1,180,1016,27.6,10,874,3.1,9,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-18T13:00:00,17,17,7,51.75,0,0,rain,0,0,16.6,29.5,180,1016,27.6,10,687,2.5,7,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-18T14:00:00,15.2,15.2,5.2,51.41,0.13,100,rain,0,0,27.3,10.7,140,1016.6,0.2,20.5,638,2.3,6,10,Rain,rain,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-18T15:00:00,17,17,6,48.31,0,0,rain,0,0,36,40.7,170,1016,27.6,10,544,2,5,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-18T16:00:00,16,16,9,63.17,0,0,,0,0,39.2,40.7,180,1016,27.6,10,391,1.4,4,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-18T17:00:00,14,14,4.1,51.21,0,0,,0,0,50.6,20.6,160,1016.1,0.3,10,186,0.7,2,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-18T18:00:00,14,14,7,62.72,0,0,rain,0,0,38.2,35.3,170,1017,0,10,27,0.1,0,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-18T19:00:00,13,13,7,66.93,0,0,,0,0,37.4,29.5,160,1018,27.6,10,9,0,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT,F6172"
Cape Town,2022-09-18T20:00:00,13.3,13.3,5.8,60.51,0,0,,0,0,54.3,19.2,147,1018.3,0.4,20.5,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-18T21:00:00,12,12,7,71.47,0,0,,0,0,37.4,16.6,160,1019,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-18T22:00:00,13,13,8,71.66,0,0,,0,0,37.1,20.5,170,1020,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-18T23:00:00,13.1,13.1,6.9,65.99,0,0,rain,0,0,34.5,14.3,163,1020,0.4,20.5,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-19T00:00:00,11,11,8,81.75,0,0,rain,0,0,34.9,14.8,160,1020,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-19T01:00:00,12,12,9,81.88,0,0,rain,0,0,35.6,20.5,170,1020,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-19T02:00:00,12.2,12.2,6.9,70.37,0,0,rain,0,0,27.7,9.5,306,1020.8,0.3,20.5,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-19T03:00:00,11,11,8,81.75,0,0,rain,0,0,34.2,16.6,160,1020,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-19T04:00:00,9,7.6,7,87.29,0,0,,0,0,32,9.4,150,1021,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-19T05:00:00,12.4,12.4,5.5,62.71,0,0,,0,0,22.1,7.4,238,1021.5,0.3,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-19T06:00:00,10,10,7,81.62,0,0,,0,0,27,9.4,160,1022,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-19T07:00:00,11,11,8,81.75,0,0,,0,0,23.4,7.6,160,1023,50,10,19,0.1,0,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-19T08:00:00,13.2,13.2,3.1,50.29,0.13,100,rain,0,0,9.3,5.1,248,1024.1,0.6,20.5,53,0.2,1,10,Rain,rain,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-19T09:00:00,16,16,5,48.03,0,0,,0,0,20.2,20.5,190,1024,50,10,354,1.3,4,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-19T10:00:00,16,16,4,44.79,0,0,,0,0,18.7,18.4,190,1024,27.6,10,663,2.4,7,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-19T11:00:00,16.2,16.2,3,41.24,0,0,,0,0,21.7,10,213,1025,0.3,10,808,2.9,8,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-19T12:00:00,18,18,4,39.46,0,0,,0,0,16.9,18.4,200,1025,27.6,10,802,2.9,8,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-19T13:00:00,18,18,6,45.35,0,0,,0,0,17.6,14.8,190,1024,27.6,10,691,2.5,7,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-19T14:00:00,16.4,16.4,8.2,58.44,0.13,100,rain,0,0,27.1,13.6,253,1024.5,0.6,25.7,770,2.8,8,10,Rain,rain,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-19T15:00:00,18,18,7,48.58,0,0,,0,0,17.6,20.5,230,1024,50,10,626,2.3,6,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-19T16:00:00,18,18,8,52.01,0,0,,0,0,17.3,18.4,220,1024,89,10,283,1,3,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-19T17:00:00,14.5,14.5,10,74.55,0,0,,0,0,24.7,13.5,249,1024.9,1,10,60,0.2,1,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-19T18:00:00,16,16,11,72.22,0,0,,0,0,13.7,14.8,230,1025,89,10,39,0.1,0,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-19T19:00:00,15,15,11,77,0,0,,0,0,12.2,11.2,200,1025,89,10,12,0,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT,F6172"
Cape Town,2022-09-19T20:00:00,13.3,13.3,10,80.29,0,0,,0,0,6.3,2.6,191,1026.6,1,25.7,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-19T21:00:00,14,14,12,87.75,0,0,rain,0,0,17.3,5.4,190,1027,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-19T22:00:00,12,12,11,93.6,0,0,rain,0,0,15.8,5.4,170,1027,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-19T23:00:00,13.7,13.7,9.3,74.88,0,0,rain,0,0,10.1,3.7,64,1027.6,0.6,15.2,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-20T00:00:00,13,13,12,93.65,0,0,,0,0,7.2,5.4,167,1027,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-20T01:00:00,13,13,12,93.65,0,0,,0,0,5.4,3.6,166.1,1027,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-20T02:00:00,13.4,13.4,8.7,73.55,0.01,100,rain,0,0,8.1,3.6,244,1027.3,0.6,10,0,,0,10,Rain,rain,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-20T03:00:00,12,12,11,93.6,0,0,,0,0,2.9,1.8,144.1,1027,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-20T04:00:00,12,12,11,93.6,0,0,,0,0,1.1,5.4,200,1027,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-20T05:00:00,11.8,11.8,7.8,76.49,0,0,,0,0,6.9,2.5,200,1027.2,0.3,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-20T06:00:00,10,10,9,93.5,0,0,,0,0,2.2,7.6,190,1027,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-20T07:00:00,9,7.9,9,100,0,0,,0,0,2.5,7.6,60,1027,0,10,16,0.1,0,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-20T08:00:00,12.8,12.8,8.8,76.61,0,0,,0,0,3.1,0.1,45,1028.1,0,10,100,0.4,1,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-20T09:00:00,16,16,11,72.22,0,0,,0,0,7.9,11.2,210,1028,0,10,329,1.2,3,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-20T10:00:00,17,17,11,67.77,0,0,,0,0,6.8,13,180,1028,50,10,600,2.2,6,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-20T11:00:00,18.3,18.3,9.8,57.53,0,0,,0,0,10.6,5.1,8,1027.7,0.3,10,796,2.9,8,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-20T12:00:00,19,19,9,52.28,0,0,,0,0,6.1,9.4,240,1026,27.6,10,829,3,8,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-20T13:00:00,20,20,9,49.13,0,0,,0,0,7.6,11.2,190,1025,50,10,201,0.7,2,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-20T14:00:00,19.5,19.5,9.2,51.48,0.13,100,rain,0,0,14.2,7.6,248,1024.8,0.3,10,635,2.3,6,10,Rain,rain,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-20T15:00:00,20,20,9,49.13,0,0,,0,0,6.5,18.4,180,1024,27.6,10,533,1.9,5,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-20T16:00:00,20,20,9,49.13,0,0,,0,0,6.8,18.4,190,1023,0,10,390,1.4,4,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-20T17:00:00,19.4,19.4,9,51.12,0,0,,0,0,19.4,8.9,255,1023.2,0,20.5,180,0.6,2,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-20T18:00:00,17,17,10,63.4,0,0,,0,0,15.8,22.3,180,1023,0,10,31,0.1,0,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-20T19:00:00,15,15,11,77,0,0,,0,0,17.6,20.5,170,1023,0,10,13,0,0,10,Clear,clear-night,"68816099999,FACT,F6172"
Cape Town,2022-09-20T20:00:00,16.1,16.1,8.8,61.99,0,0,,0,0,12.3,6.2,167,1023.7,0,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-20T21:00:00,15,15,12,82.26,0,0,,0,0,14.8,16.6,220,1024,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-20T22:00:00,15,15,11,77,0,0,,0,0,12.2,14.8,210,1023,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-20T23:00:00,14.1,14.1,8.5,68.85,0,0,,0,0,5.7,2.5,231,1023.1,0,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-21T00:00:00,13,13,10,82.01,0,0,,0,0,6.5,3.6,183,1022,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-21T01:00:00,12,12,10,87.57,0,0,,0,0,3.2,1.8,50,1021,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-21T02:00:00,12.6,12.6,8,73.26,0,0,,0,0,3.2,2.5,195,1021.4,0,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-21T03:00:00,11,11,10,93.55,0,0,,0,0,2.9,3.6,20,1020,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-21T04:00:00,9,7.6,9,100,0,0,,0,0,4,9.4,40,1019,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-21T05:00:00,11.3,11.3,7.9,79.97,0,0,,0,0,6.7,2.6,243,1020,0,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-21T06:00:00,10,10,9,93.5,0,0,,0,0,4.3,11.2,330,1019,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-21T07:00:00,8,7.4,7,93.4,0,0,,0,0,4.7,5.4,30,1019,0,10,33,0.1,0,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-21T08:00:00,12.1,12.1,9,81.3,0,0,,0,0,3.1,2.6,78,1020,0.5,20.5,67,0.2,1,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-21T09:00:00,15.1,15.1,11.1,77.01,0,0,,0,0,10.1,9.4,330,1019,0,10,252,0.9,3,10,Clear,clear-day,"68816099999,F6172"
Cape Town,2022-09-21T10:00:00,18.1,18.1,9.1,55.67,0,0,,0,0,14,13,320,1019,0,10,679,2.4,7,10,Clear,clear-day,"68816099999,F6172"
Cape Town,2022-09-21T11:00:00,19.1,19.1,10.2,56.01,0,0,,0,0,9.4,5,52,1019.3,0,10,613,2.2,6,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-21T12:00:00,22,22,10,46.47,0,0,,0,0,24.5,18.4,320,1018,0,10,918,3.3,9,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-21T13:00:00,22,22,6,35.4,0,0,,0,0,22.7,25.9,310,1017,0,10,785,2.8,8,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-21T14:00:00,22.5,22.5,5.4,32.92,0,0,,0,0,22.8,10.1,299,1015.7,0.5,20.5,327,1.2,3,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-21T15:00:00,23,23,8,38.21,0,0,,0,0,23,22.3,310,1014,0,10,555,2,6,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-21T16:00:00,23,23,7,35.69,0,0,,0,0,27.4,24.1,310,1014,0,10,414,1.5,4,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-21T17:00:00,22.1,22.1,4.4,31.6,0,0,,0,0,21.6,9.4,320,1013.4,0,10,187,0.7,2,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-21T18:00:00,20,20,7,42.88,0,0,,0,0,20.9,22.3,310,1013,0,10,32,0.1,0,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-21T19:00:00,17,17,8,55.39,0,0,,0,0,8.6,20.5,340,1013,1.5,10,14,0.1,0,10,Clear,clear-night,"FACT,F6172"
Cape Town,2022-09-21T20:00:00,18.6,18.6,4.2,38.5,0,0,,0,0,19.7,12.3,258,1013,0.2,20.5,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-21T21:00:00,14,14,10,76.84,0,0,,0,0,4,13,100,1014,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-21T22:00:00,13,13,11,87.66,0,0,,0,0,5.4,13,100,1014,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-21T23:00:00,15.1,15.1,8.6,65.24,0,0,,0,0,8.7,4.3,323,1014.2,0,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-22T00:00:00,12,12,8,76.52,0,0,,0,0,9,7.6,30,1013,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-22T01:00:00,10,10,8,87.38,0,0,,0,0,11.9,5.4,318.6,1013,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-22T02:00:00,13.1,13.1,9.3,77.51,0,0,,0,0,10.6,3.7,257,1013.1,0,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-22T03:00:00,12,12,11,93.6,0,0,,0,0,13,9.4,10,1012,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-22T04:00:00,9,7,8,93.45,0,0,,0,0,15.1,13,20,1012,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-22T05:00:00,12,12,9.5,84.63,0,0,,0,0,10,3.8,228,1012.5,1,8,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-22T06:00:00,13,13,12,93.65,0,0,,0,0,17.6,22.3,330,1012,89,3,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-22T07:00:00,12,12,11,93.6,0,0,,0,0,19.4,16.6,360,1013,50,10,19,0.1,0,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-22T08:00:00,13.9,13.9,8.7,70.65,0,0,,0,0,24.1,8.9,281,1013.7,0.6,10,129,0.5,1,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-22T09:00:00,15,15,12,82.26,0,0,,0,0,27.4,25.9,340,1013,50,10,290,1,3,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-22T10:00:00,16,16,10,67.56,0,0,,0,0,46.4,27.7,320,1014,89,10,296,1.1,3,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-22T11:00:00,15,15,10.3,73.37,0,0,,0,0,18.5,6.4,353,1014.2,0.6,10,599,2.2,6,10,Clear,clear-day,"68713099999,68816099999,68912099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-22T12:00:00,17,17,10,63.4,0,0,,0,0,34.2,25.9,340,1014,89,10,210,0.8,2,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-22T13:00:00,17,17,10,63.4,0,0,,0,0,38.2,31.7,330,1013,89,10,494,1.8,5,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-22T14:00:00,14.8,14.8,10.4,75.05,0,0,rain,0,0,24.1,9.1,336,1013.5,1,20.5,343,1.2,3,10,Clear,clear-day,"68713099999,68816099999,68912099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-22T15:00:00,17,17,12,72.4,0,0,rain,0,0,28.8,42.5,320,1013,89,8,114,0.4,1,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-22T16:00:00,14,14,11,82.14,0,0,rain,0,0,19.4,25.9,240,1013,89,10,311,1.1,3,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-22T17:00:00,11.2,11.2,8.4,82.95,0,0,rain,0,0,32.7,16.6,240,1014.7,1,10,86,0.3,1,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-22T18:00:00,12,12,11,93.6,0,0,,0,0,26.3,16.6,330,1015,89,10,16,0.1,0,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-22T19:00:00,12,12,11,93.6,0,0,,0,0,27.7,16.6,350,1015,89,10,7,0,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT,F6172"
Cape Town,2022-09-22T20:00:00,11.6,11.6,9.6,87.59,2.98,100,rain,0,0,14.3,6.4,320,1016.9,1,15.2,0,,0,10,Rain,rain,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-22T21:00:00,12,12,11,93.6,0,0,,0,0,27.7,9.4,360,1017,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-22T22:00:00,13.1,13.1,9.1,76.69,0,0,rain,0,0,27.7,14.8,287,1018,49.4,22.5,0,,0,10,Partially cloudy,partly-cloudy-night,remote
Cape Town,2022-09-22T23:00:00,12.3,12.3,8.4,77.17,0,0,,0,0,19,8.2,293,1018.7,0.6,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-23T00:00:00,12,12,11,93.6,0,0,,0,0,27,9.4,320,1018,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-23T01:00:00,12,12,10,87.57,0,0,rain,0,0,25.2,9.4,70,1019,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-23T02:00:00,12.5,12.5,6.1,64.98,0,0,,0,0,26.3,8.7,173,1018.8,0.6,15.2,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-23T03:00:00,11,11,9,87.48,0,0,,0,0,24.1,3.6,235,1019,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-23T04:00:00,12,12,7,71.47,0,0,,0,0,23.4,9.4,210,1019,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-23T05:00:00,11.7,11.7,4.3,60.51,0,0,,0,0,15.6,5.2,297,1019.9,1,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-23T06:00:00,11,11,6,71.28,0,0,,0,0,19.4,3.6,232.9,1020,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-23T07:00:00,10,10,5,71.09,0,0,,0,0,11.5,0,0,1021,50,10,40,0.1,0,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-23T08:00:00,12.7,12.7,4.1,55.9,0,0,,0,0,4.3,2.5,160,1021.4,0.7,15.2,138,0.5,1,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-23T09:00:00,14,14,5,54.63,0,0,,0,0,6.8,11.2,220,1022,27.6,10,348,1.3,3,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-23T10:00:00,15,15,4,47.75,0,0,,0,0,6.1,9.4,200,1022,50,10,259,0.9,3,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-23T11:00:00,14.9,14.9,3.6,46.81,0,0,,0,0,13,6.4,274,1022.4,0.6,10,176,0.6,2,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-23T12:00:00,16,16,6,51.48,0,0,,0,0,8.3,13,180,1022,50,10,196,0.7,2,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-23T13:00:00,17,17,6,48.31,0,0,,0,0,10.1,5.4,168.8,1021,50,10,241,0.9,2,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-23T14:00:00,16.5,16.5,4.7,45.38,0.07,100,rain,0,0,19.3,7.6,248,1020.4,0.6,20.5,638,2.3,6,10,Rain,rain,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-23T15:00:00,16,16,5,48.03,0,0,,0,0,10.8,13,190,1019,27.6,10,560,2,6,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-23T16:00:00,15,15,5,51.21,0,0,,0,0,13.7,20.5,160,1019,27.6,10,285,1,3,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-23T17:00:00,15.2,15.2,4.8,49.8,0,0,,0,0,22,10.7,128,1019.3,0.3,10,139,0.5,1,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-23T18:00:00,14,14,5,54.63,0,0,,0,0,19.8,22.3,170,1019,27.6,10,33,0.1,0,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-23T19:00:00,14,14,6,58.55,0,0,,0,0,22,22.3,190,1019,27.6,10,13,0,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT,F6172"
Cape Town,2022-09-23T20:00:00,13.3,13.3,4.5,55.21,0,0,,0,0,20.9,9.3,137,1019.3,0.7,20.5,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-23T21:00:00,13,13,7,66.93,0,0,,0,0,22,16.6,190,1019,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-23T22:00:00,13,13,7,66.93,0,0,,0,0,20.9,16.6,180,1019,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-23T23:00:00,13.4,13.4,4.9,56.49,0,0,,0,0,27.7,10.5,173,1019.1,0,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-24T00:00:00,12,12,6,66.72,0,0,,0,0,13.7,7.6,200,1018,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-24T01:00:00,9,9,6,81.49,0,0,,0,0,9,3.6,161.8,1018,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-24T02:00:00,11.1,11.1,4.5,63.79,0,0,,0,0,5.7,2.5,213,1018.1,0.5,15.2,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-24T03:00:00,9,7.9,6,81.49,0,0,,0,0,1.8,7.6,10,1017,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-24T04:00:00,9,7.6,6,81.49,0,0,,0,0,2.9,9.4,340,1016,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-24T05:00:00,10,10,4.5,68.71,0,0,,0,0,3.1,0.2,13,1016.5,0,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-24T06:00:00,7,5.2,6,93.35,0,0,,0,0,2.2,9.4,10,1017,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
